id,projectCode,title,agency,ministry,category,state,approvalDate,startDate,targetDoC,revisedDoC,originalCostCr,revisedCostCr,spentCr,physicalProgress,financialProgress,costOverrunCr,costOverrunPct,delayMonths,riskScore,trustScore,status,statusLabel,divergenceGap
399,616254,Visakh Raipur Pipeline Project,Hindustan Petroleum Corporation Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Chhattisgarh, Odisha)",09/2024,09/2024,09/2027,09/2027,2212.0,2212.0,570.0,38.4,25.77,0.0,0.0,0,0,99,on-track,On Track (Green),12.63
400,619196,Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section] from Crude oil to Product,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Gujarat, Haryana, Rajasthan)",05/2025,05/2025,04/2027,04/2027,359.0,359.0,52.55,43.3,14.64,0.0,0.0,0,0,99,on-track,On Track (Green),28.66
401,709786,"Augmentation/ Revamping of Dimapur Depot, Dimapur",Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Nagaland,08/2023,08/2023,11/2027,11/2027,227.62,227.62,28.03,43.0,12.31,0.0,0.0,0,0,99,on-track,On Track (Green),30.69
402,604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Odisha,07/2020,07/2020,01/2024,08/2026,13805.0,11783.0,8870.29,94.9,75.28,-2022.0,-14.65,31,25,75,critical,High Risk (Critical),19.62
403,617818,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA",GAIL Gas,Ministry of Petroleum & Natural Gas,Oil & Gas,Odisha,02/2022,02/2022,12/2031,12/2031,514.91,514.91,25.77,5.8,5.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.8
404,709800,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Odisha,04/2021,04/2021,03/2026,09/2026,393.54,393.54,233.3,86.0,59.28,0.0,0.0,6,10,90,delayed,Watchlist (Amber),26.72
405,400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,12/2015,12/2015,04/2018,10/2026,3190.69,3375.9,3123.2,90.0,92.51,185.21,5.8,102,50,50,critical,High Risk (Critical),-2.51
406,616950,PRP-VIII [Group-A],Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,09/2024,09/2024,02/2026,02/2026,1589.4,1486.4,629.46,60.2,42.35,-103.0,-6.48,0,0,99,on-track,On Track (Green),17.85
407,619314,Pipeline Replacement Project- PRP-IX,Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,08/2025,08/2025,05/2027,05/2027,6684.0,6175.0,979.47,23.5,15.86,-509.0,-7.62,0,0,99,on-track,On Track (Green),7.64
408,709839,Daman Upside Development Project,Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,06/2022,06/2022,10/2025,12/2026,4144.41,6406.9,6302.5,92.9,98.37,2262.49,54.59,14,65,35,critical,High Risk (Critical),-5.47
409,709848,MHN TCPP PGC BGC Project [MTPBP],Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,06/2022,06/2022,05/2026,12/2026,2329.45,2354.23,1930.25,95.6,81.99,24.78,1.06,7,20,80,delayed,Watchlist (Amber),13.61
410,709849,PRP-VIII Group B [NH & BS Asset],Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,06/2024,06/2024,02/2026,12/2026,2546.9,3348.6,3003.9,98.7,89.71,801.7,31.48,10,50,50,critical,High Risk (Critical),8.99
411,709851,Integrated Development of 4 Contract Areas under DSF-II,Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,05/2023,05/2023,04/2027,04/2027,6183.79,6183.79,2053.0,47.4,33.2,0.0,0.0,0,0,99,on-track,On Track (Green),14.2
412,400171,2G Ethanol Biorefinery at Bathinda,Hindustan Petroleum Corporation Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,Punjab,05/2020,05/2020,02/2023,12/2026,1421.46,1421.46,1291.35,95.9,90.85,0.0,0.0,46,40,60,critical,High Risk (Critical),5.05
413,612853,Gurdaspur Jammu Pipeline,Gas Authority of India Limited [GAIL],Ministry of Petroleum & Natural Gas,Oil & Gas,Punjab,07/2023,07/2023,07/2026,07/2026,521.9,521.9,326.4,91.1,62.54,0.0,0.0,0,0,99,on-track,On Track (Green),28.56
414,709770,City Gas Distribution Project at Pathankot District,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Punjab,03/2022,03/2022,09/2033,09/2033,151.0,151.0,9.02,2.0,5.97,0.0,0.0,0,0,99,on-track,On Track (Green),-3.97
415,701330,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Rajasthan,07/2011,07/2011,06/2024,06/2024,7392.0,7392.0,6360.86,90.2,86.05,0.0,0.0,0,0,99,on-track,On Track (Green),4.15
416,709794,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Rajasthan,12/2022,12/2022,06/2030,06/2030,3207.0,3207.0,429.3,31.1,13.39,0.0,0.0,0,0,99,on-track,On Track (Green),17.71
417,604795,CBR 9 MMTPA Project,Chennai Petroleum Corporation Limited [CPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Tamil Nadu,09/2021,09/2021,06/2025,06/2025,31580.0,36354.0,1615.38,10.2,4.44,4774.0,15.12,0,25,75,delayed,Watchlist (Amber),5.76
418,701228,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,Gas Authority of India Limited [GAIL],Ministry of Petroleum & Natural Gas,Oil & Gas,Tamil Nadu,06/2009,06/2009,12/2012,09/2026,2915.0,5909.0,4881.8,97.4,82.62,2994.0,102.71,165,80,20,critical,High Risk (Critical),14.78
419,709750,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore,Chennai Petroleum Corporation Limited [CPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Tamil Nadu,01/2024,01/2024,09/2025,12/2026,205.0,205.0,117.88,76.9,57.5,0.0,0.0,15,25,75,delayed,Watchlist (Amber),19.4
420,709796,City Gas Distribution Projects at the Nilgiris and Erode districts,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Tamil Nadu,12/2022,12/2022,03/2030,03/2030,3685.0,3685.0,303.1,25.5,8.23,0.0,0.0,0,0,99,on-track,On Track (Green),17.27
421,617822,ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Telangana,03/2025,03/2025,09/2027,09/2027,215.0,215.0,46.87,29.1,21.8,0.0,0.0,0,0,99,on-track,On Track (Green),7.3
422,701346,North East Gas Grid,Indradhanush Gas Grid Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,Tripura,04/2020,04/2020,03/2024,03/2028,9265.0,9265.0,7008.0,88.2,75.64,0.0,0.0,48,40,60,critical,High Risk (Critical),12.56
423,709837,"Creation of Gas Dehydration Facilities, Tripura Asset",Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Tripura,03/2022,03/2022,05/2024,10/2026,209.33,131.51,81.31,71.3,61.83,-77.82,-37.18,29,25,75,critical,High Risk (Critical),9.47
424,619191,Kanpur LPG Bottling Plant,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Uttar Pradesh,09/2025,09/2025,09/2027,09/2027,202.0,202.0,132.75,62.5,65.72,0.0,0.0,0,0,99,on-track,On Track (Green),-3.22
425,619312,Bulk Loading Hub- Kanpur,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Uttar Pradesh,09/2025,09/2025,09/2027,09/2027,186.0,186.0,104.24,62.5,56.04,0.0,0.0,0,0,99,on-track,On Track (Green),6.46
426,709781,Revamping / Augmentation of Facilities at Mathura Bitumen Plant,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Uttar Pradesh,04/2022,04/2022,06/2027,12/2026,260.12,260.12,23.58,57.3,9.07,0.0,0.0,0,0,99,on-track,On Track (Green),48.23
427,709795,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Uttar Pradesh,12/2022,12/2022,06/2030,06/2030,16654.0,16654.0,754.7,19.8,4.53,0.0,0.0,0,0,99,on-track,On Track (Green),15.27
428,617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],Gas Authority of India Limited [GAIL],Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,03/2017,03/2017,12/2020,09/2026,1740.0,2583.0,2380.8,95.7,92.17,843.0,48.45,69,80,20,critical,High Risk (Critical),3.53
429,617828,Siliguri-Jhapa Pipeline Project,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,09/2024,09/2024,08/2029,08/2029,267.0,267.0,3.19,16.5,1.19,0.0,0.0,0,0,99,on-track,On Track (Green),15.31
430,617837,Siliguri Marketing Terminal [SMT] Capacity Augmentation Project,Numaligarh Refinery Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,11/2021,11/2021,12/2025,10/2026,484.0,484.0,319.32,89.0,65.98,0.0,0.0,10,10,90,delayed,Watchlist (Amber),23.02
431,701344,Dhamra Haldia Pipeline Project,Gas Authority of India Limited [GAIL],Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,03/2020,03/2020,11/2022,09/2026,1030.65,1125.0,927.4,94.4,82.44,94.35,9.15,46,50,50,critical,High Risk (Critical),11.96
432,709753,Haldia Panagarh Pipeline Project,Hindustan Petroleum Corporation Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,11/2022,11/2022,11/2025,08/2026,1010.0,1107.0,884.2,98.3,79.87,97.0,9.6,9,20,80,delayed,Watchlist (Amber),18.43
433,709772,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,03/2022,03/2022,06/2031,06/2031,609.0,609.0,64.44,3.0,10.58,0.0,0.0,0,0,99,on-track,On Track (Green),-7.58
434,709791,City Gas Distribution Projects at Alipurduar and Cooch Behar,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,12/2022,12/2022,03/2030,03/2030,1017.0,1017.0,238.41,43.8,23.44,0.0,0.0,0,0,99,on-track,On Track (Green),20.36
435,701172,AIIMS Darbhanga,PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Bihar,09/2020,09/2020,07/2029,07/2029,2006.07,2006.07,40.33,1.12,2.01,0.0,0.0,0,0,99,on-track,On Track (Green),-0.89
436,706965,Establishment of new GMC Saran [Chhapara],"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,01/1900,01/1900,01/1900,01/1900,189.0,189.0,113.4,0.0,60.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-60.0
437,706966,Establishment of new GMC Samastipur,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,01/1900,01/1900,01/1900,01/1900,189.0,189.0,113.4,0.0,60.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-60.0
438,707016,Establishment of new GMC Sitamarhi,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,01/1900,01/1900,01/1900,01/1900,250.0,250.0,150.0,0.0,60.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-60.0
439,707017,Establishment of new GMC Jhanjharpur,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,01/1900,01/1900,01/1900,01/1900,250.0,250.0,150.0,0.0,60.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-60.0
440,707018,Establishment of new GMC Siwan,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,01/1900,01/1900,01/1900,01/1900,250.0,250.0,150.0,0.0,60.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-60.0
441,707019,Establishment of new GMC Buxar,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,01/1900,01/1900,01/1900,01/1900,250.0,250.0,150.0,0.0,60.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-60.0
442,707020,Establishment of new GMC Jamui,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Bihar,03/2019,10/2022,10/2025,10/2025,250.0,500.0,103.21,50.0,20.64,250.0,100.0,0,40,60,critical,High Risk (Critical),29.36
443,707044,Establishment of new GMC Korba,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Chhattisgarh,02/2023,10/2023,12/2026,12/2026,325.0,322.85,179.49,55.0,55.6,-2.15,-0.66,0,0,99,on-track,On Track (Green),-0.6
444,707045,Establishment of new GMC Mahasamund,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Chhattisgarh,10/2023,10/2023,05/2026,05/2026,325.0,325.0,321.7,84.0,98.98,0.0,0.0,0,10,90,on-track,On Track (Green),-14.98
445,707046,Establishment of new GMC Kanker,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Chhattisgarh,02/2020,09/2024,03/2027,03/2027,325.0,325.0,37.0,45.0,11.38,0.0,0.0,0,0,99,on-track,On Track (Green),33.62
446,617882,"Setting up IT Infrastructure including Network Security and Hosting at AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Delhi,09/2025,09/2025,09/2026,09/2026,358.19,358.19,53.73,40.0,15.0,0.0,0.0,0,0,99,on-track,On Track (Green),25.0
447,617883,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar campuses of AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Delhi,10/2016,06/2022,06/2027,06/2027,4441.0,4441.0,44.44,57.0,1.0,0.0,0.0,0,0,99,on-track,On Track (Green),56.0
448,701170,AIIMS Rajkot,PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Gujarat,01/2019,01/2019,03/2026,12/2026,1195.0,1195.0,805.48,94.0,67.4,0.0,0.0,9,10,90,delayed,Watchlist (Amber),26.6
449,707049,Establishment of new GMC Panchmahal,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Gujarat,09/2022,09/2022,03/2026,03/2026,325.0,663.5,467.34,88.0,70.44,338.5,104.15,0,40,60,critical,High Risk (Critical),17.56
450,707050,Establishment of new GMC Porbandar,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Gujarat,04/2022,10/2022,09/2024,09/2024,325.0,618.98,936.64,81.0,151.32,293.98,90.46,0,60,40,critical,High Risk (Critical),-70.32
451,701173,AIIMS Majra Rewari Haryana,Ministry of Health and Family Welfare,Ministry of Health & Family Welfare,Healthcare,Haryana,02/2019,02/2019,12/2026,12/2026,1299.0,1646.43,747.62,67.45,45.41,347.43,26.75,0,25,75,critical,High Risk (Critical),22.04
452,701167,AIIMS Kashmir at Awantipora Jammu & Kashmir,PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Jammu and Kashmir,01/2019,03/2019,12/2025,12/2026,1828.0,2570.19,1602.61,79.0,62.35,742.19,40.6,12,50,50,critical,High Risk (Critical),16.65
453,707051,Establishment of new GMc Udhampur,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Jammu and Kashmir,09/2019,01/2022,03/2027,03/2027,325.0,325.0,222.0,75.0,68.31,0.0,0.0,0,0,99,on-track,On Track (Green),6.69
454,707052,Establishment of new GMC Handwara [Distt. Kupwara],"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Jammu and Kashmir,01/1900,01/1900,01/1900,01/1900,325.0,325.0,173.0,0.0,53.23,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-53.23
455,707021,Establishment of new GMC Koderma,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Jharkhand,09/2023,02/2024,08/2026,08/2026,250.0,504.8,271.0,40.0,53.68,254.8,101.92,0,50,50,critical,High Risk (Critical),-13.68
456,707022,Establishment of new GMC Chaibasa [Singhbhum],"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Jharkhand,06/2018,03/2023,09/2025,09/2025,250.0,454.1,65.0,57.0,14.31,204.1,81.64,0,40,60,critical,High Risk (Critical),42.69
457,707057,Establishment of new GMC Leh,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Ladakh,10/2019,01/1900,01/1900,01/1900,325.0,325.0,127.0,0.0,39.08,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-39.08
458,707058,Establishment of new GMC Rajgarh,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Madhya Pradesh,12/2021,11/2022,04/2024,04/2024,325.0,325.0,179.5,86.0,55.23,0.0,0.0,0,0,99,on-track,On Track (Green),30.77
459,707059,Establishment of new GMC Mandla,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Madhya Pradesh,08/2023,10/2023,04/2026,04/2026,325.0,325.0,89.41,45.0,27.51,0.0,0.0,0,0,99,on-track,On Track (Green),17.49
460,706988,Establishment of new GMC Gondia,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Maharashtra,07/2021,01/1900,01/1900,01/1900,189.0,189.0,113.4,40.14,60.0,0.0,0.0,0,10,90,on-track,On Track (Green),-19.86
461,706989,Establishment of new GMC West Garo Hills [Tura],"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Meghalaya,01/1900,01/1900,01/1900,01/1900,189.0,189.0,170.1,0.0,90.0,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-90.0
462,707067,Establishment of new GMC Mon,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Nagaland,01/1900,01/1900,01/1900,01/1900,325.0,325.0,155.0,0.0,47.69,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-47.69
463,707069,Establishment of new GMC Kapurthala,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Punjab,11/2019,07/2027,12/2028,12/2028,325.0,550.0,50.0,0.0,9.09,225.0,69.23,0,40,60,critical,High Risk (Critical),-9.09
464,707070,Establishment of new GMC Hoshiarpur,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Punjab,01/2020,03/2026,12/2028,12/2028,325.0,374.75,2.04,5.0,0.54,49.75,15.31,0,25,75,delayed,Watchlist (Amber),4.46
465,707039,Establishment of new GMC Gangtok,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Sikkim,10/2018,12/2018,12/2026,07/2026,250.0,635.21,667.21,92.0,105.04,385.21,154.08,0,50,50,critical,High Risk (Critical),-13.04
466,701168,ALL India Institute of Medical Sciences-AIIMS Madurai,PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Tamil Nadu,12/2018,12/2018,08/2022,10/2026,1264.0,2021.51,540.92,54.0,26.76,757.51,59.93,50,80,20,critical,High Risk (Critical),27.24
467,701171,AIIMS Bibinagar,PMSSY AND Institute of NATIONAL Importance,Ministry of Health & Family Welfare,Healthcare,Telangana,12/2018,07/2022,06/2026,12/2026,1028.0,1365.95,1028.94,87.58,75.33,337.95,32.87,6,50,50,critical,High Risk (Critical),12.25
468,707086,Establishment of new GMC Rudrapur,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Uttarakhand,10/2022,02/2024,12/2026,12/2026,325.0,325.0,353.01,95.0,108.62,0.0,0.0,0,10,90,on-track,On Track (Green),-13.62
469,707087,Establishment of new GMC Pithoragarh,"Medical Education, Ministry of Health and Family Welfare",Ministry of Health & Family Welfare,Healthcare,Uttarakhand,08/2021,04/2023,12/2026,12/2026,325.0,768.89,470.08,78.0,61.14,443.89,136.58,0,40,60,critical,High Risk (Critical),16.86
470,612167,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar, Visakhapatnam, Andhra Pradesh",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Andhra Pradesh,02/2021,04/2023,10/2025,08/2026,384.27,384.27,286.38,95.0,74.53,0.0,0.0,10,10,90,delayed,Watchlist (Amber),20.47
471,612186,350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand,Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Gujarat,06/2022,04/2023,03/2026,05/2027,558.12,558.12,55.81,28.0,10.0,0.0,0.0,14,25,75,delayed,Watchlist (Amber),18.0
472,612211,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds to 150 beds.",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Gujarat,08/2022,10/2023,10/2025,11/2026,205.87,205.87,51.74,58.0,25.13,0.0,0.0,13,25,75,delayed,Watchlist (Amber),32.87
473,612745,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Karnataka,02/2015,10/2024,01/2027,05/2027,278.0,278.0,80.52,35.0,28.96,0.0,0.0,4,10,90,delayed,Watchlist (Amber),6.04
474,612748,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli, Karnataka",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Karnataka,07/2019,03/2025,02/2027,02/2027,150.92,150.92,31.05,28.1,20.57,0.0,0.0,0,0,99,on-track,On Track (Green),7.53
475,612213,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Maharashtra,10/2013,08/2022,08/2025,09/2026,194.93,196.7,116.22,67.0,59.08,1.77,0.91,13,35,65,delayed,Watchlist (Amber),7.92
476,616691,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff Housing for ESIC Hospital at Andheri, Mumbai",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Maharashtra,12/2008,06/2009,08/2025,09/2026,260.13,260.13,216.46,89.0,83.21,0.0,0.0,13,25,75,delayed,Watchlist (Amber),5.79
477,612513,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Odisha,12/2010,02/2025,06/2027,06/2027,164.6,164.6,16.44,7.2,9.99,0.0,0.0,0,0,99,on-track,On Track (Green),-2.79
478,612259,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR,Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Uttarakhand,02/2021,12/2021,10/2024,07/2026,102.4,297.63,340.3,90.5,114.34,195.23,190.65,21,75,25,critical,High Risk (Critical),-23.84
479,701565,Jal Marg Vikas Project,Inland Waterways Authority of India [IWAI],"Ministry of Ports, Shipping and Waterways",Inland Waterways,"Multi-States (Bihar, Jharkhand, Uttar Pradesh, West Bengal)",01/2018,02/2018,12/2023,10/2026,5369.18,5061.15,4187.19,85.1,82.73,-308.03,-5.74,34,25,75,critical,High Risk (Critical),2.37
480,609424,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis Under PPP Mode",Deendayal Port Trust,"Ministry of Ports, Shipping and Waterways",Shipping,Gujarat,10/2022,03/2024,03/2027,09/2027,4243.64,4243.64,2737.7,60.0,64.51,0.0,0.0,6,10,90,delayed,Watchlist (Amber),-4.51
481,701570,"Replacement and revamping of pipeline projects in oil jetty area, Kandla",Deendayal Port Trust [DPT],"Ministry of Ports, Shipping and Waterways",Shipping,Gujarat,09/2021,09/2021,09/2023,03/2025,171.0,211.61,149.5,92.0,70.65,40.61,23.75,18,50,50,critical,High Risk (Critical),21.35
482,617804,Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT basis - Phase II,New Mangalore Port Authority,"Ministry of Ports, Shipping and Waterways",Shipping,Karnataka,12/2023,06/2024,03/2027,03/2027,153.23,153.23,97.45,95.0,63.6,0.0,0.0,0,0,99,on-track,On Track (Green),31.4
483,701574,Deepening and Optimization of Inner Harbour facilities including development of Western Dock on BOT basis to handle Cape size vessels,Paradip Port Trust [PPT],"Ministry of Ports, Shipping and Waterways",Shipping,Odisha,05/2022,01/2023,12/2027,10/2028,3004.63,3004.63,2261.12,76.0,75.25,0.0,0.0,10,10,90,delayed,Watchlist (Amber),0.75
484,707215,National Maritime Heritage Complex [NMHC] Phase-I,Indian Port Rail & Ropeway Corporation Ltd. [IPRCL],"Ministry of Ports, Shipping and Waterways","Tourism, Hospitality & Wellness",Gujarat,02/2019,01/2022,11/2026,03/2026,573.0,1238.05,656.38,79.87,53.02,665.05,116.06,0,40,60,critical,High Risk (Critical),26.85
485,707410,Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk Infrastructure Development Phase 1,NICDC,Department for Promotion of Industry & Internal Trade,Logistics Infrastructure,Haryana,05/2018,12/2021,12/2023,05/2028,763.0,763.0,430.0,60.0,56.36,0.0,0.0,53,40,60,critical,High Risk (Critical),3.64
486,617727,Orvakal Industrial Area,NICDC,Department for Promotion of Industry & Internal Trade,Real Estate,Andhra Pradesh,08/2024,10/2025,10/2028,10/2028,2786.0,2786.0,356.05,16.22,12.78,0.0,0.0,0,0,99,on-track,On Track (Green),3.44
487,617729,Kopparthy Industrial Area,NICDC,Department for Promotion of Industry & Internal Trade,Real Estate,Andhra Pradesh,08/2024,10/2025,10/2028,10/2028,2136.0,2136.0,39.75,5.39,1.86,0.0,0.0,0,0,99,on-track,On Track (Green),3.53
488,701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Andhra Pradesh,12/2020,02/2024,02/2027,02/2027,2139.44,2139.44,984.13,47.77,46.0,0.0,0.0,0,0,99,on-track,On Track (Green),1.77
489,707420,Gaya Integrated Manufacturing Cluster IMC in Bihar,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Bihar,08/2024,04/2026,04/2029,04/2029,1339.02,1339.02,0.0,5.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),5.0
